Age,Annual_Income,Total_Purchases,Average_Ticket,Total_Spending,Loyalty_Points,Website_Visits,Days_Since_Last_Purchase,Online_Purchases
40,53632,13,336.7,5089.77,12464,53,209,5
26,62681,27,407.84,10918.21,27896,227,94,22
25,49795,17,308.13,4768.25,14581,98,206,8
39,40912,18,236.94,3821.73,8474,120,99,13
54,65556,25,606.06,15611.52,40315,152,132,15
36,41605,16,291.84,4791.47,11017,127,190,12
35,72378,29,609.04,18434.07,45915,226,48,21
59,60655,25,409.14,10853.07,27200,230,141,18
54,30783,17,190.77,4315.04,11959,154,234,18
21,30627,11,208.81,3156.17,7686,60,191,10
54,38174,11,266.91,2423.72,5304,77,216,6
27,37368,18,159.53,3534.33,8618,132,183,15
42,70798,15,513.79,7641.28,20961,114,260,10
37,18000,23,86.18,1166.15,5247,144,124,20
46,29915,8,49.01,536.0,0,70,239,7
40,56938,18,327.79,6008.46,14500,133,120,9
28,31928,12,144.13,1450.22,4025,51,229,4
45,55470,22,373.66,8408.5,22854,95,196,7
43,33122,22,61.99,2208.47,7458,219,117,21
45,25200,7,127.67,544.18,2687,65,282,2
31,34666,13,62.02,1644.95,5434,52,240,8
19,28513,21,140.82,3268.12,9564,126,218,14
31,35353,17,186.76,2909.0,7297,155,227,18
51,68126,21,535.33,10050.31,25002,142,153,13
25,34625,17,160.97,3056.11,6997,82,184,12
51,90464,20,618.13,12844.42,32228,125,189,14
34,35614,19,167.1,3912.33,10523,236,193,22
19,47885,19,255.05,4241.65,9111,175,208,16
26,34903,11,141.92,1635.95,5187,106,328,9
39,36663,15,101.43,3232.51,8787,92,241,10
32,26023,13,118.54,1166.02,1853,158,261,13
38,59557,23,495.04,10739.22,25987,133,63,13
53,77539,26,571.58,15339.13,39259,165,52,19
21,52950,19,431.0,8293.68,21547,117,184,12
31,29116,9,169.77,3027.32,9304,73,266,7
46,42589,12,265.89,3188.08,8076,85,278,6
24,26750,20,95.68,774.63,1357,177,181,18
54,38270,10,257.07,939.78,1672,107,257,6
29,60475,18,418.87,7502.99,18833,78,179,8
22,18000,15,87.41,276.65,1619,160,208,15
47,52967,20,295.77,5563.98,14227,64,151,5
42,75370,26,546.55,14232.46,36593,211,134,17
50,35810,13,185.7,2125.45,5728,63,225,6
41,57098,17,357.73,6352.88,16469,76,204,8
49,42829,17,203.39,3674.27,9184,185,233,17
31,19394,15,126.91,2122.92,4016,88,279,13
50,61312,14,454.49,6710.45,16753,85,288,7
32,36556,19,222.46,3357.87,8618,168,175,16
42,27983,14,104.44,1747.58,5621,103,190,11
37,23176,18,30.39,50.0,0,145,187,16
30,36248,14,178.71,2177.14,6637,114,262,12
19,40220,25,248.58,6206.97,18115,242,127,22
53,91876,29,682.83,20675.85,52957,227,84,21
32,21856,22,103.05,2642.22,8500,148,209,15
40,63689,25,520.82,13997.43,36256,203,73,20
49,46288,10,244.98,2217.93,6015,55,308,4
63,35827,16,180.15,2531.16,6605,111,231,13
46,26314,18,154.37,3377.25,5019,164,219,14
31,45078,16,221.0,3067.03,8982,134,167,14
27,42528,20,229.94,4397.93,10997,186,182,19
22,24793,11,149.22,1606.18,6417,44,255,9
32,60470,18,407.71,6937.74,16577,91,183,7
39,62877,14,354.07,5099.35,15287,67,218,6
43,33139,14,191.73,2561.98,7654,105,177,7
26,43538,14,236.2,3137.72,7158,111,205,13
30,37388,15,254.56,2993.78,9843,83,200,7
39,42947,18,271.37,5590.16,14788,129,166,8
60,29946,11,132.85,1603.96,3629,70,248,9
21,36666,18,269.13,4463.86,12445,169,247,15
37,58061,23,458.47,10119.04,24923,148,181,10
42,64414,16,526.66,8627.55,21820,141,220,13
45,51027,21,296.96,6416.32,15309,104,107,8
44,32841,20,195.49,3629.89,9332,37,130,6
41,74895,24,619.72,14386.1,35867,195,103,17
47,18902,23,84.19,947.0,5195,221,138,21
46,59295,27,420.63,11403.03,29498,177,25,18
22,41013,14,195.98,2051.4,6661,86,266,9
51,28938,5,103.22,69.23,431,5,331,2
29,26874,21,151.33,2840.3,7420,164,128,18
66,78006,24,642.12,15633.02,40272,145,142,16
36,30264,15,105.84,2715.52,6363,116,288,8
43,53134,10,274.12,2903.39,8286,14,248,3
28,27984,19,96.28,1711.54,3189,158,178,17
27,45007,9,198.06,2658.71,8598,12,245,0
40,74431,25,562.16,13903.8,36259,165,101,18
44,25192,8,85.25,50.0,2987,30,294,3
35,55036,28,429.42,11131.26,29015,177,98,19
19,55431,21,268.0,6047.64,15712,162,135,18
27,42326,10,217.76,2312.03,6266,60,254,8
50,37466,17,243.62,3173.32,8078,125,192,10
42,98629,27,733.72,20702.66,51641,213,60,21
26,28918,16,154.57,1992.5,5978,114,165,12
44,61542,19,432.42,8288.3,22757,207,149,18
47,83326,28,581.73,15259.04,37236,181,86,18
25,41059,23,198.67,4420.61,13004,96,140,10
24,41890,21,214.77,5056.7,14960,213,199,21
47,104235,14,719.83,9938.28,27462,108,183,10
45,89292,29,625.24,17273.4,45476,231,68,21
52,53174,17,315.91,4863.81,11720,84,237,7
41,44016,16,190.58,3237.16,8538,160,189,14
18,32461,19,158.18,3441.9,7274,171,221,17
46,47341,11,165.47,1346.45,3694,93,258,5
57,49515,18,431.54,8594.42,21682,130,195,12
59,46169,18,303.16,6179.66,14995,74,191,6
64,20627,6,75.93,964.69,2477,12,297,0
31,80188,27,552.53,15260.97,40541,152,84,18
37,69736,25,518.5,13000.18,34540,157,88,19
50,27828,7,69.02,374.35,1456,34,265,1
24,24225,12,64.25,50.0,0,72,228,10
32,49795,14,335.6,3964.76,9070,57,252,7
28,18000,21,53.83,725.75,2107,174,180,19
41,20164,19,82.69,2026.67,3444,141,133,16
44,65098,22,522.59,10869.92,29523,164,127,14
22,43901,18,282.06,5052.37,11753,135,170,16
43,62178,22,352.18,7124.12,18710,62,160,9
46,26450,18,81.18,104.39,1485,146,177,14
50,73564,21,422.23,9619.16,25057,131,96,10
47,45981,10,199.64,1718.17,3580,53,203,5
42,43124,8,194.95,2226.57,5721,64,212,6
38,45772,19,314.74,5783.43,15343,114,137,9
21,23692,9,105.02,886.78,1579,80,230,6
26,38046,18,173.53,4315.22,8484,125,196,14
25,29548,14,125.73,1030.55,3820,120,182,11
27,29943,11,150.27,2304.54,4451,51,296,10
46,36078,12,108.16,348.98,536,60,196,7
33,21411,16,101.85,961.94,2209,142,218,15
47,100200,27,726.11,19961.66,51738,190,122,21
31,34141,13,202.19,3951.61,10312,127,274,13
44,32616,21,175.83,4023.94,8019,187,183,19
48,40569,20,195.57,5030.94,13494,138,125,14
37,76363,25,592.83,14771.09,38315,178,79,17
46,60704,13,428.86,6413.1,16390,48,258,6
32,33143,17,217.97,4297.85,12124,133,162,15
66,66933,20,480.6,10338.33,25776,155,134,14
32,21392,6,79.34,1326.53,5174,41,256,4
43,36543,19,211.86,3427.65,9327,63,202,5
31,41568,8,190.77,1792.84,6191,29,295,6
42,40231,15,155.11,3861.88,8796,103,288,14
29,18000,3,140.3,394.95,292,60,282,6
39,61473,18,437.15,7547.95,21770,110,223,13
44,62616,23,559.14,12546.0,32346,167,94,15
35,26387,21,166.84,3674.53,12193,181,134,19
28,34135,20,139.34,3058.43,6669,168,204,13
43,34571,16,239.11,3619.29,8242,100,190,11
32,58403,20,324.03,6988.72,18448,77,206,7
43,22760,19,49.51,947.3,5080,141,172,15
42,62660,24,497.15,11153.52,28699,116,51,15
51,22773,2,115.82,75.48,468,5,343,2
38,48730,14,416.85,5413.35,14518,82,175,10
44,28840,19,56.93,1709.6,4851,149,200,14
39,79028,22,604.59,14105.0,35466,166,134,17
54,24362,14,58.89,890.09,341,131,252,13
27,38464,21,190.2,3782.17,9958,137,152,15
35,50895,16,358.4,6272.17,16958,58,225,3
44,60101,16,360.55,6197.11,17040,100,241,8
32,26833,16,223.07,4085.23,9771,105,189,10
24,68506,24,614.22,14996.18,37702,167,143,17
30,112541,25,759.5,19068.67,48083,200,103,19
47,30285,12,80.02,1466.17,4685,101,223,11
29,28488,18,173.34,2720.55,6319,109,193,16
36,28837,12,132.06,1614.51,4599,122,256,10
21,26111,15,83.62,549.51,0,99,205,12
32,43342,17,357.82,5393.04,13050,97,156,9
24,37460,19,227.3,4743.23,12144,151,152,16
53,68706,17,538.85,9791.9,23090,110,216,16
59,27851,22,147.96,2546.5,7226,174,133,18
37,83591,26,638.03,15816.54,40399,132,94,15
19,19186,20,84.39,1980.29,5641,196,177,20
48,31073,16,212.26,3610.89,9099,123,195,7
21,30647,20,189.72,4291.4,13133,182,204,18
41,88898,27,655.08,18263.52,46748,198,116,19
39,54676,15,423.81,6665.62,17627,102,139,9
41,56540,18,335.33,5377.9,13992,89,284,8
35,51386,22,436.76,9132.13,22990,160,194,17
43,61788,19,476.55,9062.42,23330,156,193,16
28,24506,19,80.9,1729.69,4992,167,245,15
32,39820,6,146.41,167.84,463,71,311,4
48,28144,18,108.54,2599.18,7660,152,219,15
36,55612,24,352.83,7191.72,17756,175,76,14
32,34708,18,109.27,1773.27,5327,154,165,16
38,31606,20,112.84,2081.95,6595,156,163,17
51,69906,20,543.26,11420.72,29553,108,109,17
34,35870,17,143.51,2616.75,7085,145,211,15
43,78767,20,594.84,10886.07,29311,152,145,13
41,45633,19,395.18,7763.25,19706,138,211,11
47,33657,12,138.86,1342.05,4074,60,246,6
44,32590,13,188.24,1970.87,3394,108,284,9
39,56150,22,358.98,7379.09,19357,39,134,10
35,27303,20,172.76,3788.37,11621,156,183,18
29,38403,15,171.19,1720.55,5438,141,249,13
43,29397,7,129.91,747.45,3441,109,309,8
32,46425,17,331.48,4590.89,11381,132,182,11
40,72606,25,540.83,13193.08,31950,162,76,16
18,41801,21,191.83,4169.89,9579,224,79,21
39,29757,11,197.69,794.99,1930,85,246,6
52,50841,12,447.02,5903.33,15044,104,306,9
56,101560,21,720.44,15455.5,40707,161,158,16
26,39491,27,215.96,5787.13,15645,192,112,20
39,81281,22,581.19,12993.11,32267,154,144,13
51,83079,32,697.81,22867.21,58161,223,38,22
37,35501,16,224.45,4269.85,12650,86,167,6
49,64903,27,424.23,11751.74,31312,106,105,10
20,26485,13,161.57,1858.75,4321,91,218,10
39,25326,22,64.87,1015.62,233,196,103,18
47,36928,6,201.56,2079.82,5458,7,331,2
34,73726,13,470.14,7150.35,17373,100,237,9
52,55375,20,360.98,7010.02,18505,67,168,5
32,56746,18,368.21,5998.13,14079,141,194,9
35,29891,17,125.95,1417.82,2686,155,209,15
32,26989,21,151.49,3504.6,8495,199,133,18
46,46199,7,236.02,2034.73,5309,26,346,3
54,38723,10,207.56,2668.56,6425,89,251,8
32,33309,9,97.63,82.72,0,33,239,4
28,20487,15,107.85,2104.7,4290,111,205,12
32,46648,16,286.73,4350.96,11232,83,228,9
23,36772,8,108.82,1939.55,5874,46,242,4
30,43466,19,123.39,2195.26,5078,202,192,19
36,33395,8,155.33,1014.57,3380,50,343,4
54,48582,14,433.18,6424.56,16651,93,201,10
34,41387,20,170.03,3551.8,9279,114,96,17
43,51892,15,326.53,4764.95,13223,55,179,5
31,21549,19,112.2,2618.68,6441,160,103,17
24,43185,21,406.18,8651.3,20925,126,171,15
49,36141,16,99.47,336.8,1533,158,238,15
51,21075,22,86.39,1410.86,2932,168,114,20
47,30235,7,199.41,50.0,251,65,363,6
23,38150,14,217.1,2492.81,8465,98,192,10
43,68734,25,507.98,13108.41,31623,180,115,17
27,33663,13,184.16,2386.29,6862,67,227,8
27,35439,6,136.96,1073.97,1593,26,312,1
44,52328,24,436.91,10828.94,26523,192,146,19
38,67908,21,541.59,12355.32,32225,203,116,16
51,27395,6,99.38,1732.06,3657,39,285,2
25,35130,18,131.19,1835.97,5140,144,169,14
43,64646,25,471.43,10592.9,27745,95,105,13
20,40135,20,202.07,3955.51,11107,170,194,17
33,41392,7,225.63,1672.7,3513,52,222,5
45,56202,18,434.69,7609.26,19152,148,155,14
35,36710,11,142.99,921.51,1547,62,298,5
51,59689,21,340.29,7861.38,18435,149,122,11
31,41932,15,138.47,2381.08,7193,157,285,14
27,31527,16,199.9,3882.75,10700,123,189,13
20,31788,17,74.78,1481.25,4723,190,165,18
35,47867,12,231.52,3653.7,7695,70,305,8
35,48465,22,252.84,6318.6,16568,156,132,15
36,41251,8,262.91,2661.41,7397,45,290,3
43,18000,16,30.0,50.0,5,119,210,13
37,52087,21,433.84,7922.81,21371,178,178,15
34,36139,23,229.44,5456.61,15590,147,103,12
30,46904,19,253.69,4427.16,11086,122,146,13
56,42533,11,318.57,2180.89,6219,17,283,6
32,38521,15,147.55,1987.85,4860,120,224,11
31,70095,22,566.59,11995.51,32965,190,175,19
43,51985,17,389.52,6671.7,14607,127,271,14
32,47201,18,285.75,5337.51,15978,109,162,9
45,28469,18,64.85,685.03,4021,153,149,18
47,28613,16,160.01,3685.02,9766,173,176,17
40,88702,18,642.98,12127.49,29918,94,166,9
61,31125,25,104.79,2132.2,5049,184,132,19
37,38145,20,221.26,3974.71,10327,65,162,7
60,50293,18,363.2,6435.69,14877,109,168,12
47,36003,10,144.1,1131.64,3334,72,232,7
53,73274,31,629.63,19580.02,48686,275,42,22
29,27890,11,114.47,153.86,0,103,260,9
38,43381,9,191.48,2426.71,6602,60,337,4
35,45673,17,260.67,4736.65,11863,171,174,19
51,42369,17,281.86,5400.6,16601,75,170,8
18,37358,9,249.78,1711.66,4098,30,317,5
22,23206,11,105.76,1176.52,3714,117,269,11
18,28840,12,78.78,50.0,0,78,200,7
47,35680,6,183.08,2083.93,3918,67,298,6
19,45799,24,164.38,3385.65,8397,227,154,18
36,74198,13,418.38,5157.22,12219,82,179,6
49,54267,15,281.15,3694.48,11065,87,325,8
46,79637,20,619.53,12444.56,31396,138,194,15
40,44516,17,311.79,5245.84,14866,44,199,5
27,35195,15,120.78,1402.16,3342,132,201,14
55,44005,9,274.39,1611.35,4362,50,247,7
33,21580,14,115.43,3430.96,8640,150,223,14
46,76147,25,550.01,12774.62,34728,183,181,18
50,38574,13,204.78,2858.03,10062,97,246,8
52,64589,22,532.43,10535.78,27587,153,150,17
21,32794,13,138.59,2226.24,5413,170,238,15
34,33888,10,132.49,1750.07,3385,64,251,7
61,31259,17,123.2,1723.45,3407,143,208,13
36,74339,23,500.12,11981.22,29152,109,159,15
23,38499,13,115.74,1986.11,4303,71,259,12
51,49959,20,286.77,5021.09,13564,98,217,9
46,30559,13,140.44,1974.0,4297,131,226,14
24,26459,21,136.97,2521.72,6702,150,153,17
40,37238,19,172.34,3517.53,9692,148,169,16
58,24513,17,106.49,2298.73,7431,127,165,17
34,44857,17,226.8,3706.95,12308,110,201,13
21,32854,3,80.47,50.0,0,31,342,2
44,33765,23,144.2,3378.92,7619,231,68,22
46,33446,9,171.36,1735.29,4149,53,241,7
43,18000,7,104.13,1056.92,1455,27,273,4
30,28879,3,177.53,539.76,1133,59,364,4
49,31459,10,148.31,1552.61,4407,55,202,5
29,40145,19,194.05,3568.49,10436,161,215,18
45,37108,16,120.52,2570.14,7221,162,198,15
30,67388,22,523.07,12458.54,31498,140,114,15
33,39612,19,205.11,4095.94,11028,159,155,20
36,53868,20,294.35,6767.94,18565,118,162,10
57,59648,20,474.52,9165.51,21866,111,201,11
31,36218,20,240.22,4368.74,10601,170,203,18
40,60695,18,423.38,7913.89,20208,98,153,9
49,54674,16,353.17,6662.93,17590,43,201,8
27,55640,19,344.13,6760.66,18289,121,160,11
49,52503,27,345.64,9372.84,22172,131,115,11
39,53661,14,304.53,3920.13,11537,10,234,3
30,33902,13,176.92,2384.76,6405,101,335,12
47,51130,15,264.83,3749.16,8922,88,239,7
29,39125,15,260.17,4015.17,10975,106,202,10
32,24740,14,131.35,3469.96,8158,127,188,12
40,29532,21,138.13,3418.02,10032,182,163,19
23,18459,12,123.74,1311.39,4441,44,218,0
31,24226,14,127.89,2434.98,5045,137,204,12
52,18643,9,35.36,817.74,2834,65,246,5
40,43708,13,224.5,2401.94,6233,69,240,6
47,81173,24,568.1,14091.24,37575,142,110,14
55,30487,20,305.38,5871.7,17228,105,125,14
48,42972,12,158.35,1384.37,4750,71,208,6
52,31500,12,203.31,3312.98,10625,59,245,5
51,27469,10,61.08,381.96,1117,5,276,2
46,37774,17,210.92,3903.55,8964,93,182,10
18,34815,20,251.3,5628.72,14946,149,129,19
35,31908,14,214.66,3461.57,7514,118,198,13
43,33623,19,154.33,4099.14,9086,184,198,17
32,44320,8,194.45,1132.64,2834,5,241,3
28,37882,9,182.93,752.84,1831,37,268,4
39,52288,6,253.75,1474.52,2220,18,306,6
45,43122,18,177.43,3824.38,8923,158,205,18
39,30586,27,120.42,3545.66,9789,288,82,25
22,18157,12,36.28,50.0,0,77,241,7
50,76070,17,569.0,9526.48,24126,164,166,16
32,45479,29,249.09,6028.47,14551,128,116,12
56,59920,23,393.85,9513.33,23048,101,128,11
26,28526,17,122.39,2024.76,4539,149,216,13
45,44706,15,187.6,3055.05,8288,90,253,7
27,55001,24,319.35,7671.68,19601,143,100,9
22,32852,21,191.16,5375.68,13930,170,172,18
53,25390,20,64.05,2664.2,7566,189,154,16
56,39525,20,165.92,4242.59,10653,205,225,23
42,77185,20,552.3,12351.17,32371,147,89,16
35,34399,9,205.17,2307.25,7923,10,300,5
45,46273,16,195.02,4309.46,10407,94,227,13
60,30017,16,173.0,3044.83,6905,178,271,13
35,28141,9,111.12,1335.17,3920,59,305,3
50,22925,14,125.17,813.63,2109,138,241,12
34,51960,16,334.66,6155.53,16418,63,153,5
33,36283,20,275.29,6358.04,17255,105,217,9
29,31447,17,195.18,2703.47,6641,143,181,15
36,40255,2,199.29,614.98,1438,5,371,0
46,18425,28,73.34,1983.37,5141,274,44,28
39,61017,17,407.53,7915.16,20847,67,218,8
53,38099,19,176.68,3930.68,11598,158,203,16
59,55219,23,344.82,7371.15,18413,136,154,14
31,62461,23,378.99,9035.69,22914,94,183,9
44,46967,16,423.36,6409.06,15666,109,245,11
25,26141,17,144.78,2134.57,2883,127,198,12
29,36156,18,208.18,3878.47,9473,143,176,16
45,63907,22,503.17,11325.93,29591,142,154,16
18,27868,12,151.0,1919.18,6167,87,253,9
31,32757,14,92.09,910.36,1209,141,299,17
44,40182,13,179.06,1936.56,5236,114,188,10
42,56030,16,455.61,7882.9,20381,56,170,8
32,43372,20,108.7,2222.25,6217,165,106,17
26,29378,21,139.32,2817.91,6491,148,212,15
34,30743,20,91.23,1792.56,5657,112,140,17
48,32375,9,130.57,2187.07,6962,7,326,2
39,23962,20,135.63,2573.31,5550,144,148,15
54,52987,14,386.31,4961.79,12885,48,241,5
44,76647,22,607.96,14076.94,35227,170,154,15
29,44630,16,165.4,2624.23,7809,79,237,11
57,29668,11,116.84,1642.63,4493,42,230,8
50,56642,4,325.9,1082.15,5450,35,352,3
35,18010,17,30.0,50.0,2195,201,146,18
32,44604,20,212.82,4020.27,9739,73,163,8
47,64728,18,422.92,7352.01,17474,131,178,9
22,29510,20,108.94,2306.97,5855,160,153,17
21,19534,16,114.06,1511.75,3832,159,226,16
18,33489,13,143.0,1704.55,5646,80,300,7
53,23401,15,168.39,2695.82,8212,96,238,11
34,54884,22,474.38,10588.32,28082,163,165,13
35,49431,16,278.61,4293.85,10468,123,212,8
20,33781,9,130.01,813.02,1705,123,286,10
31,35312,15,122.34,2742.71,7171,163,160,14
25,27067,16,126.35,2575.39,7728,102,180,12
40,28776,16,146.14,1807.93,5003,107,190,13
36,56051,21,327.67,4969.9,12683,76,221,8
53,29578,7,130.76,799.52,2242,74,320,6
33,51749,22,318.73,5928.73,15501,97,91,8
30,23332,15,172.01,3106.49,10488,115,232,9
33,36205,7,197.13,607.2,2223,87,333,8
33,34363,20,168.86,2562.32,7087,144,152,18
41,36769,6,159.68,430.53,1028,18,249,3
54,29324,18,135.32,1928.83,5267,160,127,18
35,74550,22,545.63,11122.55,28890,89,143,13
48,74931,27,611.81,15714.46,38239,179,124,19
33,44812,19,174.25,4308.39,11348,126,173,16
61,72066,29,448.28,12822.58,33302,115,105,10
32,68944,14,570.3,8566.78,19401,140,230,10
31,40587,23,257.12,5645.69,17153,99,99,10
24,24422,21,119.89,2299.54,4073,218,129,20
18,53532,14,239.5,3677.49,7438,116,272,13
52,68257,29,560.71,16012.62,39361,210,110,19
38,34177,7,193.31,1127.29,2500,74,347,5
32,64585,23,394.56,9595.13,25027,126,132,10
44,32021,8,163.96,2073.19,6669,30,292,4
52,45861,16,202.02,3124.73,8104,71,216,11
18,30592,20,125.17,2979.93,7410,123,144,16
45,42771,7,203.41,831.32,999,41,269,4
39,68652,15,532.68,8117.61,21583,84,169,9
43,52888,13,315.87,2537.98,7625,36,219,4
30,23949,12,30.0,50.0,1457,144,262,12
33,36518,14,143.49,1910.16,4878,121,221,13
45,39698,20,187.24,3552.62,11712,117,179,10
37,40380,18,137.31,2119.79,2646,204,189,20
23,27694,14,146.07,2599.8,7942,132,272,11
23,42392,15,237.94,3585.42,12023,142,120,13
71,44501,21,308.91,5857.28,14270,156,56,13
50,77011,20,613.94,12139.44,29512,147,107,13
40,42083,17,225.62,3629.1,9125,165,170,14
25,22170,9,136.45,1045.25,4591,75,244,8
51,58045,22,445.55,10296.68,26468,112,155,14
49,45209,23,403.82,9772.65,25410,165,102,16
46,42476,20,173.88,2422.46,7106,148,165,16
47,60089,15,336.15,5637.78,16314,34,200,2
61,57751,20,358.94,6576.57,18915,100,164,11
46,59045,13,345.28,5071.26,13200,58,261,4
20,45062,19,299.28,6540.47,17508,90,205,9
41,29870,14,186.08,3033.2,5874,63,207,6
50,38242,14,234.98,2456.16,6333,53,217,5
24,40330,3,172.89,452.21,0,27,332,4
56,55633,9,476.39,3786.82,8503,77,317,8
57,42273,7,198.93,1789.8,7951,29,287,1
34,27544,8,137.91,398.38,1713,30,273,4
29,38233,16,173.55,2822.71,7564,62,164,8
23,41208,18,228.06,4461.89,11213,165,188,18
47,81121,24,615.2,15944.51,40236,180,117,18
45,44564,8,207.42,2406.49,7136,69,292,1
48,62214,23,412.15,9557.86,23619,123,130,11
44,34261,16,212.11,3699.29,9994,88,183,10
44,35059,25,156.26,3064.25,8631,226,138,21
30,38717,18,150.74,3313.53,8410,187,159,15
38,28789,7,121.31,1398.35,3489,35,283,5
36,32783,10,190.58,2938.12,7362,40,237,3
27,25335,9,101.49,395.82,2853,35,295,4
53,37994,19,193.3,3556.41,8909,129,217,15
25,32284,19,112.4,2017.22,4276,182,145,16
52,32750,23,191.64,4129.44,10677,182,115,21
30,81269,17,608.87,8987.04,22739,133,204,14
25,22875,11,59.3,50.0,124,95,235,8
44,28086,19,333.99,6474.53,17353,150,167,17
45,54872,24,430.15,10265.99,28851,192,93,16
35,44112,13,195.73,2482.9,6408,50,241,9
18,41338,20,186.46,3721.47,9586,174,142,18
28,31008,17,178.1,1730.61,5727,142,176,15
41,36615,13,148.84,1404.81,4626,15,206,6
41,41616,14,301.26,4262.49,10921,50,229,6
20,28908,20,104.23,1880.37,3321,187,162,19
43,47686,15,344.6,5861.22,18438,117,179,8
42,28314,11,50.42,444.92,366,112,230,10
55,40304,17,152.95,3365.97,7952,179,239,20
24,28056,16,129.68,1964.44,5006,158,252,16
28,31723,4,182.5,539.2,860,25,351,0
35,26511,9,131.11,1165.32,1892,64,278,4
41,32360,17,199.46,4317.29,13769,104,223,8
19,20102,9,80.57,595.23,3714,38,233,4
50,59834,29,540.26,15243.14,39939,234,110,22
41,90403,24,586.81,14543.96,38854,185,141,19
30,34075,21,217.86,5002.74,13367,174,190,17
41,64385,24,440.96,10902.87,28122,157,99,14
51,50936,20,319.5,7511.93,19372,75,173,7
56,29745,18,168.55,2509.93,6853,169,132,18
46,42657,15,284.68,4201.56,10906,106,247,7
59,55424,24,327.8,7888.1,21639,99,104,9
48,69904,21,515.27,11260.82,29183,133,158,12
58,43638,14,176.59,2234.45,7218,122,192,13
45,36480,6,148.96,2105.78,6071,52,281,4
45,88527,15,654.71,10299.18,26688,95,188,12
48,35959,14,138.34,283.87,232,166,226,13
37,79142,34,579.32,19813.09,47457,229,13,19
28,35601,20,173.3,3788.4,8889,164,161,16
28,46859,14,257.79,3703.61,8630,125,164,15
47,71301,18,618.46,11274.2,26667,109,183,14
40,47571,20,280.45,5810.63,15282,259,162,22
42,54610,23,384.73,8597.48,20903,98,129,9
27,42128,12,221.09,2659.59,6948,86,268,11
29,27434,16,149.72,1210.19,4988,180,191,15
37,46036,12,297.67,3290.95,7233,44,257,5
49,29610,24,135.96,3189.4,9941,217,113,25
40,74520,24,587.14,13582.73,35571,184,177,19
34,81159,28,605.94,17159.54,45109,249,85,25
18,41217,7,111.38,1077.62,1446,73,202,5
49,53944,15,360.12,4995.03,13376,61,205,5
33,28503,7,87.34,330.06,1577,45,301,3
18,34749,16,174.8,3369.06,8141,156,242,15
58,41945,21,269.23,5285.98,13911,62,167,9
50,41534,8,269.24,2180.61,5975,39,275,3
41,46169,21,399.09,8740.04,25806,156,164,13
34,49948,16,307.44,5670.45,13405,85,195,7
44,47679,23,327.78,8471.71,20178,122,131,9
38,70763,26,547.82,14738.99,37793,172,89,19
30,36272,9,178.53,2091.41,3842,38,271,3
41,37793,17,245.71,4732.01,12242,101,177,7
51,48168,14,237.29,3456.14,7952,187,218,18
24,18000,14,96.24,1120.44,2955,120,196,11
38,21739,11,90.84,1118.36,1722,111,201,13
